sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	bioproject_id	project_title	project_description	sample_source	library_strategy	library_source	library_selection	platform	instrument_model	env_biome	env_feature	env_material	file_number
A4Jenny1			metagenome	Homo sapiens	stool	2017-03-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				19
A5Jenny02			metagenome	Homo sapiens	stool	2017-07-31	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				20
A5Jenny03			metagenome	Homo sapiens	stool	2017-11-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				21
A5Jenny1			metagenome	Homo sapiens	stool	2017-01-22	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				22
A6Jenny02			metagenome	Homo sapiens	stool	2017-07-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				23
A6Jenny03			metagenome	Homo sapiens	stool	2017-11-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				24
A6Jenny1			metagenome	Homo sapiens	stool	2017-01-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				25
A7Jenny02			metagenome	Homo sapiens	stool	2017-07-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				26
A7Jenny03			metagenome	Homo sapiens	stool	2017-11-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				27
A7Jenny1			metagenome	Homo sapiens	stool	2017-01-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				28
A8Jenny02			metagenome	Homo sapiens	stool	2017-07-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				29
A8Jenny03			metagenome	Homo sapiens	stool	2017-09-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				30
A8Jenny1			metagenome	Homo sapiens	stool	2017-01-30	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				31
A9Jenny02			metagenome	Homo sapiens	stool	2017-07-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				32
A9Jenny03			metagenome	Homo sapiens	stool	2017-09-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				33
A9Jenny1			metagenome	Homo sapiens	stool	2017-09-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				34
B10Jenny02			metagenome	Homo sapiens	stool	2017-06-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				35
B10Jenny03			metagenome	Homo sapiens	stool	2018-01-01	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				36
B10Jenny1			metagenome	Homo sapiens	stool	2017-03-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				37
B11Jenny02			metagenome	Homo sapiens	stool	2017-09-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				38
B11Jenny03			metagenome	Homo sapiens	stool	2017-11-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				39
B11Jenny1			metagenome	Homo sapiens	stool	2017-04-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				40
B12Jenny02			metagenome	Homo sapiens	stool	2017-09-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				41
B12Jenny03			metagenome	Homo sapiens	stool	2018-01-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				42
B12Jenny1			metagenome	Homo sapiens	stool	2017-04-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				43
B1Jenny02			metagenome	Homo sapiens	stool	2017-07-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				44
B1Jenny03			metagenome	Homo sapiens	stool	2017-12-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				45
B1Jenny1			metagenome	Homo sapiens	stool	2017-02-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				46
B2Jenny02			metagenome	Homo sapiens	stool	2017-07-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				47
B2Jenny03			metagenome	Homo sapiens	stool	2017-12-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				48
B2Jenny1			metagenome	Homo sapiens	stool	2017-02-20	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				49
B3Jenny02			metagenome	Homo sapiens	stool	2017-07-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				50
B3Jenny03			metagenome	Homo sapiens	stool	2017-12-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				51
B3Jenny1			metagenome	Homo sapiens	stool	2017-03-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				52
B4Jenny02			metagenome	Homo sapiens	stool	2017-07-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				53
B4Jenny03			metagenome	Homo sapiens	stool	2017-12-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				54
B4Jenny1			metagenome	Homo sapiens	stool	2017-02-08	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				55
B5Jenny02			metagenome	Homo sapiens	stool	2017-07-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				56
B5Jenny03			metagenome	Homo sapiens	stool	2017-12-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				57
B5Jenny1			metagenome	Homo sapiens	stool	2017-02-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				58
B6Jenny02			metagenome	Homo sapiens	stool	2017-07-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				59
B6Jenny03			metagenome	Homo sapiens	stool	2017-12-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				60
B6Jenny1			metagenome	Homo sapiens	stool	2017-03-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				61
B7Jenny02			metagenome	Homo sapiens	stool	2017-07-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				62
B7Jenny1			metagenome	Homo sapiens	stool	2017-03-27	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				63
B8Jenny02			metagenome	Homo sapiens	stool	2017-07-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				64
B8Jenny03			metagenome	Homo sapiens	stool	2017-12-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				65
B8Jenny1			metagenome	Homo sapiens	stool	2017-04-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				66
B9Jenny02			metagenome	Homo sapiens	stool	2017-07-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				67
B9Jenny1			metagenome	Homo sapiens	stool	2017-04-09	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				68
C10Jenny02			metagenome	Homo sapiens	stool	2017-06-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				69
C10Jenny03			metagenome	Homo sapiens	stool	2018-01-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				70
C10Jenny1			metagenome	Homo sapiens	stool	2017-03-01	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				71
C11Jenny02			metagenome	Homo sapiens	stool	2017-06-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				72
C11Jenny03			metagenome	Homo sapiens	stool	2018-01-08	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				73
C11Jenny1			metagenome	Homo sapiens	stool	2017-01-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				74
C12Jenny02			metagenome	Homo sapiens	stool	2017-06-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				75
C12Jenny03			metagenome	Homo sapiens	stool	2018-01-08	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				76
C12Jenny1			metagenome	Homo sapiens	stool	2017-03-01	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				77
C1Jenny02			metagenome	Homo sapiens	stool	2017-09-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				78
C1Jenny1			metagenome	Homo sapiens	stool	2017-04-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				79
C2Jenny02			metagenome	Homo sapiens	stool	2017-09-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				80
C2Jenny03			metagenome	Homo sapiens	stool	2018-01-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				81
C2Jenny1			metagenome	Homo sapiens	stool	2017-04-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				82
C3Jenny02			metagenome	Homo sapiens	stool	2017-09-13	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				83
C3Jenny03			metagenome	Homo sapiens	stool	2018-01-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				84
C3Jenny1			metagenome	Homo sapiens	stool	2017-02-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				85
C4Jenny02			metagenome	Homo sapiens	stool	2017-09-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				86
C4Jenny03			metagenome	Homo sapiens	stool	2018-01-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				87
C4Jenny1			metagenome	Homo sapiens	stool	2017-01-25	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				88
C5Jenny02			metagenome	Homo sapiens	stool	2017-09-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				89
C5Jenny03			metagenome	Homo sapiens	stool	2018-01-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				90
C5Jenny1			metagenome	Homo sapiens	stool	2017-03-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				91
C6Jenny02			metagenome	Homo sapiens	stool	2017-09-20	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				92
C6Jenny03			metagenome	Homo sapiens	stool	2018-01-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				93
C6Jenny1			metagenome	Homo sapiens	stool	2017-04-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				94
C7Jenny03			metagenome	Homo sapiens	stool	2018-01-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				95
C7Jenny1			metagenome	Homo sapiens	stool	2017-03-13	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				96
C8Jenny02			metagenome	Homo sapiens	stool	2017-09-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				97
C8Jenny03			metagenome	Homo sapiens	stool	2018-01-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				98
C8Jenny1			metagenome	Homo sapiens	stool	2017-04-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				99
C9Jenny02			metagenome	Homo sapiens	stool	2017-07-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				100
C9Jenny03			metagenome	Homo sapiens	stool	2018-01-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				101
C9Jenny1			metagenome	Homo sapiens	stool	2017-03-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				102
D10Heidi5			metagenome	Homo sapiens	stool	2017-01-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				103
D10Jenny02			metagenome	Homo sapiens	stool	2017-09-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				104
D10Jenny03			metagenome	Homo sapiens	stool	2017-12-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				105
D10Jenny1			metagenome	Homo sapiens	stool	2017-05-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				106
D11Heidi5			metagenome	Homo sapiens	stool	2017-01-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				107
D11Jenny02			metagenome	Homo sapiens	stool	2017-09-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				108
D11Jenny03			metagenome	Homo sapiens	stool	2017-12-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				109
D11Jenny1			metagenome	Homo sapiens	stool	2017-05-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				110
D12Heidi5			metagenome	Homo sapiens	stool	2017-01-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				111
