sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description
F2Jenny03			metagenome	Homo sapiens	stool	12/6/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F2Jenny1			metagenome	Homo sapiens	stool	10/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F3Jenny02			metagenome	Homo sapiens	stool	12/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F3Jenny03			metagenome	Homo sapiens	stool	8/15/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F3Jenny1			metagenome	Homo sapiens	stool	10/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F4Jenny02			metagenome	Homo sapiens	stool	12/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F4Jenny03			metagenome	Homo sapiens	stool	8/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F4Jenny1			metagenome	Homo sapiens	stool	10/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F5Jenny02			metagenome	Homo sapiens	stool	12/19/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F5Jenny03			metagenome	Homo sapiens	stool	8/18/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F5Jenny1			metagenome	Homo sapiens	stool	10/5/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F6Jenny02			metagenome	Homo sapiens	stool	12/26/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F6Jenny03			metagenome	Homo sapiens	stool	8/16/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F6Jenny1			metagenome	Homo sapiens	stool	10/9/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F7Jenny02			metagenome	Homo sapiens	stool	12/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F7Jenny03			metagenome	Homo sapiens	stool	8/21/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F7Jenny1			metagenome	Homo sapiens	stool	10/9/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F8Jenny02			metagenome	Homo sapiens	stool	12/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F8Jenny03			metagenome	Homo sapiens	stool	8/21/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F8Jenny1			metagenome	Homo sapiens	stool	10/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F9Jenny02			metagenome	Homo sapiens	stool	12/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F9Jenny03			metagenome	Homo sapiens	stool	8/22/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F9Jenny1			metagenome	Homo sapiens	stool	10/11/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G10Jenny1			metagenome	Homo sapiens	stool	12/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G11Jenny1			metagenome	Homo sapiens	stool	8/23/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G12Jenny02			metagenome	Homo sapiens	stool	6/21/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G1Jenny02			metagenome	Homo sapiens	stool	6/25/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G1Jenny03			metagenome	Homo sapiens	stool	11/7/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G1Jenny1			metagenome	Homo sapiens	stool	10/22/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G2Jenny02			metagenome	Homo sapiens	stool	1/23/2018	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G2Jenny03			metagenome	Homo sapiens	stool	8/29/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G2Jenny1			metagenome	Homo sapiens	stool	10/24/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G3Jenny1			metagenome	Homo sapiens	stool	1/21/2018	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G4Jenny02			metagenome	Homo sapiens	stool	8/31/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G4Jenny1			metagenome	Homo sapiens	stool	8/30/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G5Jenny02			metagenome	Homo sapiens	stool	10/29/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G5Jenny1			metagenome	Homo sapiens	stool	8/31/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G6Jenny02			metagenome	Homo sapiens	stool	10/29/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G6Jenny1			metagenome	Homo sapiens	stool	9/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G7Jenny02			metagenome	Homo sapiens	stool	10/29/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G7Jenny1			metagenome	Homo sapiens	stool	9/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G8Jenny02			metagenome	Homo sapiens	stool	10/30/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G8Jenny1			metagenome	Homo sapiens	stool	9/6/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
G9Jenny1			metagenome	Homo sapiens	stool	11/1/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H10Jenny02			metagenome	Homo sapiens	stool	9/6/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H10Jenny1			metagenome	Homo sapiens	stool	9/10/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H11Jenny02			metagenome	Homo sapiens	stool	11/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H11Jenny1			metagenome	Homo sapiens	stool	6/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H12Jenny1			metagenome	Homo sapiens	stool	11/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H1Jenny02			metagenome	Homo sapiens	stool	8/9/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H1Jenny1			metagenome	Homo sapiens	stool	8/9/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H2Jenny02			metagenome	Homo sapiens	stool	11/10/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H3Jenny02			metagenome	Homo sapiens	stool	6/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H3Jenny1			metagenome	Homo sapiens	stool	11/12/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H4Jenny02			metagenome	Homo sapiens	stool	11/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H4Jenny1			metagenome	Homo sapiens	stool	6/23/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H5Jenny02			metagenome	Homo sapiens	stool	11/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H5Jenny1			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H6Jenny02			metagenome	Homo sapiens	stool	11/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H6Jenny1			metagenome	Homo sapiens	stool	6/22/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H7Jenny1			metagenome	Homo sapiens	stool	11/16/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H8Jenny02			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H8Jenny1			metagenome	Homo sapiens	stool	6/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H9Jenny02			metagenome	Homo sapiens	stool	11/26/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
H9Jenny1			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_007			metagenome	Homo sapiens	stool	11/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_204			metagenome	Homo sapiens	stool	6/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_516			metagenome	Homo sapiens	stool	9/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_520_CDC_491_Pellet			metagenome	Homo sapiens	stool	9/27/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_521			metagenome	Homo sapiens	stool	9/13/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_525_A.N			metagenome	Homo sapiens	stool	9/14/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_532			metagenome	Homo sapiens	stool	9/27/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_533			metagenome	Homo sapiens	stool	9/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD_UCC0621241_Supernatant			metagenome	Homo sapiens	stool	10/5/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD048			metagenome	Homo sapiens	stool	10/25/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD289			metagenome	Homo sapiens	stool	9/21/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD290			metagenome	Homo sapiens	stool	10/27/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD334			metagenome	Homo sapiens	stool	11/21/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD405			metagenome	Homo sapiens	stool	12/5/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD423			metagenome	Homo sapiens	stool	11/7/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD527			metagenome	Homo sapiens	stool	10/25/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD528			metagenome	Homo sapiens	stool	11/9/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD531			metagenome	Homo sapiens	stool	10/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD535			metagenome	Homo sapiens	stool	10/24/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD538			metagenome	Homo sapiens	stool	11/8/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD548			metagenome	Homo sapiens	stool	12/4/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
IBD559			metagenome	Homo sapiens	stool	11/15/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
						11/13/2016									
						11/21/2016									
